Hour,Hour_Sin,Hour_Cos,Rain,Solar Rad,Prędkość wiatru  [m/s],Temperatura powietrza [°C],Wilgotność względna [%],Ciśnienie na poziomie stacji [hPa],Facade_Orientation,Floor_Level,Area,Insulation,Temperature
23,-0.259,0.966,0,0,3,22,81,1001,N,1,0,0,25.8
0,0.0,1.0,0,0,2,22.6,73,1001.8,N,1,0,0,25.4
1,0.259,0.966,0,0,3,21.1,75,1002,N,1,0,0,24.9
2,0.5,0.866,0,0,3,19.4,78,1003,N,1,0,0,24.6
3,0.707,0.707,0,0,3,18.3,83,1003.4,N,1,0,0,24.1
4,0.866,0.5,0,0,3,18.7,82,1003.8,N,1,0,0,22.9
5,0.966,0.259,0,2,2,20.2,69,1004.3,N,1,0,0,21.9
6,1.0,0.0,0,37,3,21.2,60,1005.1,N,1,0,0,21.3
7,0.966,-0.259,0,174,2,22.1,54,1005.7,N,1,0,0,21.3
8,0.866,-0.5,0,307,1,23.1,48,1005.6,N,1,0,0,23.6
9,0.707,-0.707,0,409,2,24.4,48,1005.7,N,1,0,0,24.6
10,0.5,-0.866,0,488,1,23.9,46,1005.8,N,1,0,0,25.3
11,0.259,-0.966,0,411,2,24.5,47,1005.6,N,1,0,0,26
12,0.0,-1.0,0,316,3,24.6,47,1005.8,N,1,0,0,26.5
13,-0.259,-0.966,0,327,4,24.5,54,1005.9,N,1,0,0,27.1
14,-0.5,-0.866,0,165,4,24.7,56,1005.7,N,1,0,0,26.9
15,-0.707,-0.707,0,205,4,24.9,58,1005.7,N,1,0,0,26.7
16,-0.866,-0.5,0,251,2,23.9,63,1005.4,N,1,0,0,26.9
17,-0.966,-0.259,0,177,3,23.7,61,1005.3,N,1,0,0,26.8
18,-1.0,-0.0,0,118,2,23.6,63,1005.8,N,1,0,0,26.4
19,-0.966,0.259,0,88,2,22.1,68,1006.2,N,1,0,0,25.9
20,-0.866,0.5,0,51,1,21.1,70,1006.5,N,1,0,0,25.2
21,-0.707,0.707,0,9,1,20.1,74,1007.1,N,1,0,0,24.8
22,-0.5,0.866,0,0,1,19.5,80,1007.3,N,1,0,0,23.6
23,-0.259,0.966,0,0,1,19.3,85,1007.7,N,1,0,0,22.6
0,0.0,1.0,0,0,1,19.6,82,1007.9,N,1,0,0,21.9
1,0.259,0.966,0,0,1,18.8,88,1008,N,1,0,0,21.5
2,0.5,0.866,0,0,2,18.7,84,1008.2,N,1,0,0,21.8
3,0.707,0.707,0,0,1,18.1,85,1008.5,N,1,0,0,21.8
4,0.866,0.5,0,0,1,18.5,82,1008.7,N,1,0,0,21.3
5,0.966,0.259,0,1,1,18.7,80,1009,N,1,0,0,20.9
6,1.0,0.0,0,30,2,20.2,70,1009.2,N,1,0,0,20.7
7,0.966,-0.259,0,102,2,21.9,64,1009.6,N,1,0,0,20.5
8,0.866,-0.5,0,295,2,22.6,58,1009.7,N,1,0,0,22.4
9,0.707,-0.707,0,401,3,23.4,55,1009.8,N,1,0,0,24.1
10,0.5,-0.866,0,647,2,24.6,56,1009.6,N,1,0,0,24.8
11,0.259,-0.966,0,805,2,24.6,51,1009.4,N,1,0,0,25.6
12,0.0,-1.0,0,866,2,25.8,48,1009,N,1,0,0,25.8
13,-0.259,-0.966,0,873,2,26.3,44,1008.8,N,1,0,0,26.2
14,-0.5,-0.866,0,731,2,26.8,43,1008.3,N,1,0,0,26.8
15,-0.707,-0.707,0,847,3,26.5,45,1008.2,N,1,0,0,27.1
16,-0.866,-0.5,0,725,2,26.6,42,1008,N,1,0,0,26.9
17,-0.966,-0.259,0,527,2,25.8,47,1007.7,N,1,0,0,27.0
18,-1.0,-0.0,0,279,2,25.1,50,1007.9,N,1,0,0,27.1
19,-0.966,0.259,0,75,2,24,55,1008.2,N,1,0,0,26.8
20,-0.866,0.5,0,46,0,21.4,67,1008.5,N,1,0,0,26.1
21,-0.707,0.707,0,8,2,21.1,67,1008.6,N,1,0,0,25
22,-0.5,0.866,0,0,2,19.7,74,1008.8,N,1,0,0,24.3
23,-0.259,0.966,0,0,1,18.8,78,1008.8,N,1,0,0,23.7
0,0.0,1.0,0,0,1,18.4,81,1008.9,N,1,0,0,22.9
1,0.259,0.966,0,0,1,17.7,84,1008.5,N,1,0,0,22.3
2,0.5,0.866,0,0,2,16,90,1008.5,N,1,0,0,21.6
3,0.707,0.707,0,0,0,15.7,89,1008.4,N,1,0,0,21.1
4,0.866,0.5,0,0,1,16,92,1008.4,N,1,0,0,20.7
5,0.966,0.259,0,2,1,17.4,86,1008.4,N,1,0,0,20.4
6,1.0,0.0,0,35,1,19.9,76,1008.4,N,1,0,0,19.8
7,0.966,-0.259,0,87,1,22.4,67,1008.2,N,1,0,0,20.3
8,0.866,-0.5,0,228,1,23.7,61,1008.1,N,1,0,0,21.5
9,0.707,-0.707,0,394,2,24.9,53,1007.9,N,1,0,0,24.5
10,0.5,-0.866,0,661,2,25.6,50,1007.5,N,1,0,0,25.7
11,0.259,-0.966,0,791,2,26.5,47,1007,N,1,0,0,26.1
12,0.0,-1.0,0,873,3,26.5,42,1006.5,N,1,0,0,26.2
13,-0.259,-0.966,0,899,2,27.6,39,1005.9,N,1,0,0,26.7
14,-0.5,-0.866,0,903,3,28,36,1005.2,N,1,0,0,27.2
15,-0.707,-0.707,0,833,2,27.9,37,1004.5,N,1,0,0,27.8
16,-0.866,-0.5,0,693,2,28.2,38,1003.9,N,1,0,0,28.0
17,-0.966,-0.259,0,345,3,27.7,41,1003.6,N,1,0,0,28.1
18,-1.0,-0.0,0,306,2,27,45,1003.4,N,1,0,0,28.0
19,-0.966,0.259,0,62,2,25.1,50,1003.6,N,1,0,0,27.8
20,-0.866,0.5,0,29,2,23.6,55,1003.6,N,1,0,0,27.3
21,-0.707,0.707,0,6,1,21.6,63,1003.4,N,1,0,0,26.5
22,-0.5,0.866,0,0,1,20.2,70,1003.4,N,1,0,0,25.4
23,-0.259,0.966,0,0,1,18.8,78,1003.2,N,1,0,0,24.6
0,0.0,1.0,0,0,0,16.9,85,1002.8,N,1,0,0,23.8
1,0.259,0.966,0,0,1,16.5,89,1002.2,N,1,0,0,23.0
2,0.5,0.866,0,0,0,16.5,88,1002,N,1,0,0,22.3
3,0.707,0.707,0,0,0,16.1,89,1001.7,N,1,0,0,21.7
4,0.866,0.5,0,0,1,16.8,86,1001.4,N,1,0,0,20.7
5,0.966,0.259,0,2,1,19.1,76,1001.3,N,1,0,0,20.4
6,1.0,0.0,0,48,1,21.4,70,1001,N,1,0,0,20.5
7,0.966,-0.259,0,152,1,23.5,61,1000.6,N,1,0,0,21.2
8,0.866,-0.5,0,276,2,24.5,58,1000.4,N,1,0,0,22.9
9,0.707,-0.707,0,399,3,26.1,46,1000.1,N,1,0,0,25.5
10,0.5,-0.866,0,546,3,26.4,43,999.9,N,1,0,0,26.8
11,0.259,-0.966,0,576,3,27.1,41,999.3,N,1,0,0,27.3
12,0.0,-1.0,0,736,3,27.5,40,998.8,N,1,0,0,28
13,-0.259,-0.966,0,872,2,28.1,38,998.3,N,1,0,0,28.7
14,-0.5,-0.866,0,823,2,28,39,997.9,N,1,0,0,29.8
15,-0.707,-0.707,0,641,2,28,40,997.4,N,1,0,0,29.4
16,-0.866,-0.5,0,410,2,27.3,43,997.1,N,1,0,0,30.0
17,-0.966,-0.259,0,345,2,27,46,996.9,N,1,0,0,29.8
18,-1.0,-0.0,0,215,1,26,51,996.9,N,1,0,0,29.4
19,-0.966,0.259,0,119,1,25.1,55,996.8,N,1,0,0,28.2
20,-0.866,0.5,0,63,0,22.3,67,996.7,N,1,0,0,27.4
21,-0.707,0.707,0,12,0,21.4,71,996.5,N,1,0,0,26.5
22,-0.5,0.866,0,0,1,20.9,71,996.4,N,1,0,0,25.7
23,-0.259,0.966,0,0,1,20.1,78,996.4,N,1,0,0,25.1
0,0.0,1.0,0,0,1,18.9,83,996.4,N,1,0,0,24.4
1,0.259,0.966,0,0,1,18,88,996.2,N,1,0,0,23.8
2,0.5,0.866,0,0,1,18.6,85,995.9,N,1,0,0,23.4
3,0.707,0.707,0,0,1,17.7,88,995.8,N,1,0,0,23.0
4,0.866,0.5,0,0,1,17.5,90,995.7,N,1,0,0,22.5
5,0.966,0.259,0,1,1,18.6,88,995.9,N,1,0,0,22.2
6,1.0,0.0,0,17,1,21.4,73,996,N,1,0,0,22.1
7,0.966,-0.259,0,84,1,24,61,995.8,N,1,0,0,21.8
8,0.866,-0.5,0,239,1,25.7,58,995.8,N,1,0,0,23.9
9,0.707,-0.707,0,403,1,27.3,48,995.8,N,1,0,0,25.8
10,0.5,-0.866,0,631,1,28.5,45,995.7,N,1,0,0,27.1
11,0.259,-0.966,0,763,2,28.4,43,995.5,N,1,0,0,28.1
12,0.0,-1.0,0,743,2,29.3,39,995.2,N,1,0,0,29.6
13,-0.259,-0.966,0,687,2,29.6,40,995,N,1,0,0,30
14,-0.5,-0.866,0,783,1,30.2,36,994.8,N,1,0,0,30.6
15,-0.707,-0.707,0,649,2,29.9,39,994.7,N,1,0,0,31.6
16,-0.866,-0.5,0,733,2,29.9,36,994.7,N,1,0,0,31.6
17,-0.966,-0.259,0,543,1,29.3,39,994.6,N,1,0,0,31.3
18,-1.0,-0.0,0,253,2,27.4,48,994.6,N,1,0,0,30.7
19,-0.966,0.259,0,52,2,25.6,49,994.9,N,1,0,0,30.2
20,-0.866,0.5,0,30,1,23.4,56,995.2,N,1,0,0,29.5
21,-0.707,0.707,0,4,1,21.5,65,995.2,N,1,0,0,28.5
22,-0.5,0.866,0,0,1,20.6,67,995.7,N,1,0,0,27.5
23,-0.259,0.966,0,0,1,18.7,73,995.8,N,1,0,0,26.6
0,0.0,1.0,0,0,1,18.3,80,995.7,N,1,0,0,25.7
1,0.259,0.966,0,0,1,17.6,84,995.7,N,1,0,0,25.0
2,0.5,0.866,0,0,1,16.9,86,995.8,N,1,0,0,24.2
3,0.707,0.707,0,0,1,16.3,89,996,N,1,0,0,23.4
4,0.866,0.5,0,0,1,17.2,85,996.1,N,1,0,0,22.2
5,0.966,0.259,0,1,0,20,77,996.5,N,1,0,0,21.4
6,1.0,0.0,0,31,2,22.2,69,996.9,N,1,0,0,21.1
7,0.966,-0.259,0,153,3,24.3,66,997.5,N,1,0,0,21.7
8,0.866,-0.5,0,287,3,23.1,75,998.1,N,1,0,0,24.4
9,0.707,-0.707,0,431,3,21.8,90,998.7,N,1,0,0,27.1
10,0.5,-0.866,0,228,2,22.6,87,999.2,N,1,0,0,27.1
11,0.259,-0.966,0,162,2,22.5,89,999.5,N,1,0,0,25.3
12,0.0,-1.0,0,143,2,23.6,78,999.6,N,1,0,0,24.2
13,-0.259,-0.966,0.25,119,1,25.1,75,999.3,N,1,0,0,24.1
14,-0.5,-0.866,0,225,3,26.1,69,999.2,N,1,0,0,24.2
15,-0.707,-0.707,0,397,3,26.1,68,999.4,N,1,0,0,25.5
16,-0.866,-0.5,0,499,2,20.4,90,1000.1,N,1,0,0,26.7
17,-0.966,-0.259,0,273,1,21.2,94,1000.2,N,1,0,0,27.4
18,-1.0,-0.0,10.41,32,1,21.9,92,1000.7,N,1,0,0,25.6
19,-0.966,0.259,1.02,35,1,21.4,95,1001.4,N,1,0,0,21.1
20,-0.866,0.5,0,34,1,21.2,94,1001.9,N,1,0,0,21.9
21,-0.707,0.707,0,6,1,20.8,90,1002.6,N,1,0,0,22.3
22,-0.5,0.866,0,0,1,20.3,90,1003.2,N,1,0,0,22.0
23,-0.259,0.966,0,0,1,19.3,92,1003.7,N,1,0,0,22.0
0,0.0,1.0,0,0,1,18.6,94,1003.8,N,1,0,0,21.7
1,0.259,0.966,0,0,2,18.2,90,1004,N,1,0,0,21.3
2,0.5,0.866,0,0,2,17,94,1004.1,N,1,0,0,20.5
3,0.707,0.707,0,0,1,16.5,93,1004.3,N,1,0,0,19.8
4,0.866,0.5,0,0,1,16.6,95,1004.3,N,1,0,0,19.4
5,0.966,0.259,0,1,1,18,90,1004.6,N,1,0,0,18.7
6,1.0,0.0,0,35,2,19.4,81,1004.8,N,1,0,0,18.4
7,0.966,-0.259,0,169,3,20.3,76,1004.8,N,1,0,0,18.8
8,0.866,-0.5,0,242,4,21.4,67,1004.4,N,1,0,0,20.8
9,0.707,-0.707,0,391,3,22.5,57,1004.4,N,1,0,0,22.6
10,0.5,-0.866,0,452,3,23.5,53,1004.1,N,1,0,0,23.3
11,0.259,-0.966,0,605,2,24.7,50,1003.6,N,1,0,0,24.1
12,0.0,-1.0,0,866,3,24.8,46,1003.2,N,1,0,0,24.5
13,-0.259,-0.966,0,808,2,25.9,46,1002.6,N,1,0,0,25.3
14,-0.5,-0.866,0,849,2,26.4,40,1002,N,1,0,0,25.9
15,-0.707,-0.707,0,852,2,27.1,39,1001.4,N,1,0,0,26.4
16,-0.866,-0.5,0,697,2,27.1,40,1001,N,1,0,0,27.0
17,-0.966,-0.259,0,572,2,26.3,41,1000.7,N,1,0,0,27.1
18,-1.0,-0.0,0,273,2,25.5,44,1000.7,N,1,0,0,27.0
19,-0.966,0.259,0,46,2,24.3,48,1000.6,N,1,0,0,26.7
20,-0.866,0.5,0,28,1,20.6,63,1000.2,N,1,0,0,26.2
21,-0.707,0.707,0,4,2,20.8,65,1000.1,N,1,0,0,25.4
22,-0.5,0.866,0,0,2,20.3,66,999.9,N,1,0,0,24.4
23,-0.259,0.966,0,0,2,19.7,69,1000.1,N,1,0,0,23.6
0,0.0,1.0,0,0,2,20,74,999.9,N,1,0,0,23.2
1,0.259,0.966,0,0,3,19.2,82,999.5,N,1,0,0,22.8
2,0.5,0.866,0,0,4,17.4,92,999.4,N,1,0,0,22.4
3,0.707,0.707,0,0,3,17.2,96,999.3,N,1,0,0,21.8
4,0.866,0.5,0,0,2,17.1,95,999.7,N,1,0,0,20.4
5,0.966,0.259,0.51,0,3,17.4,95,1000.2,N,1,0,0,18.8
6,1.0,0.0,0,11,3,18,93,1000.4,N,1,0,0,18.4
7,0.966,-0.259,0,35,3,19.1,85,1000.6,N,1,0,0,18.4
8,0.866,-0.5,0.76,96,3,19.9,81,1000.8,N,1,0,0,18.9
9,0.707,-0.707,0,146,3,20.8,75,1001,N,1,0,0,20.0
10,0.5,-0.866,0,258,3,21.8,66,1000.6,N,1,0,0,21.4
11,0.259,-0.966,2.29,167,3,22.9,61,1000.2,N,1,0,0,21.4
12,0.0,-1.0,0,434,2,18.9,85,1000.8,N,1,0,0,21.6
13,-0.259,-0.966,0,692,4,20.6,75,1000.6,N,1,0,0,23.0
14,-0.5,-0.866,0.76,196,4,20.2,79,1000.6,N,1,0,0,22.6
15,-0.707,-0.707,0.51,570,3,22.2,68,1000.6,N,1,0,0,21.8
16,-0.866,-0.5,0,396,4,20.8,70,1000.9,N,1,0,0,22.6
17,-0.966,-0.259,0,510,3,21.6,74,1000.5,N,1,0,0,22.3
18,-1.0,-0.0,0,303,3,20.4,71,1000.7,N,1,0,0,23
19,-0.966,0.259,0,86,2,19,76,1001.1,N,1,0,0,22.5
20,-0.866,0.5,0,29,2,17.4,84,1001.5,N,1,0,0,21.8
21,-0.707,0.707,0,4,2,18.3,83,1001.4,N,1,0,0,20.7
22,-0.5,0.866,0,0,2,17.9,84,1001.3,N,1,0,0,19.9
23,-0.259,0.966,0,0,1,17.8,84,1001.8,N,1,0,0,19.4
0,0.0,1.0,0,0,1,16.9,89,1001.9,N,1,0,0,19.2
1,0.259,0.966,0,0,2,15.1,94,1001.6,N,1,0,0,18.9
2,0.5,0.866,0.51,0,2,15.1,95,1001.7,N,1,0,0,17.8
3,0.707,0.707,0,0,1,14.9,95,1001.6,N,1,0,0,17.3
4,0.866,0.5,0,0,2,14.6,97,1001.8,N,1,0,0,16.9
5,0.966,0.259,0,0,2,16,93,1001.7,N,1,0,0,16.4
6,1.0,0.0,0,26,3,16.6,89,1001.9,N,1,0,0,16.4
7,0.966,-0.259,0,108,2,16.5,91,1002,N,1,0,0,16.9
8,0.866,-0.5,0,174,3,18.9,79,1001.9,N,1,0,0,18.5
9,0.707,-0.707,0,209,3,18.5,81,1001.9,N,1,0,0,19.5
10,0.5,-0.866,0,508,3,21,64,1001.7,N,1,0,0,20.2
11,0.259,-0.966,0,232,3,21.8,52,1001.3,N,1,0,0,21.1
12,0.0,-1.0,0,253,3,22.6,52,1000.7,N,1,0,0,20.8
13,-0.259,-0.966,0,856,3,23.1,48,1000.3,N,1,0,0,21.9
14,-0.5,-0.866,0,855,3,23.5,44,1000,N,1,0,0,22.9
15,-0.707,-0.707,0,731,2,23.9,40,999.5,N,1,0,0,23.6
16,-0.866,-0.5,0,708,2,23.8,41,999.2,N,1,0,0,24.3
17,-0.966,-0.259,0,552,3,23,43,999.4,N,1,0,0,24.4
18,-1.0,-0.0,0,272,2,22.1,47,999.5,N,1,0,0,24.3
19,-0.966,0.259,0,71,1,20.5,55,1000,N,1,0,0,23.6
20,-0.866,0.5,0,38,0,17,71,1000,N,1,0,0,22.8
21,-0.707,0.707,0,5,1,15.7,80,1000.2,N,1,0,0,21.7
22,-0.5,0.866,0,0,1,14.7,81,1000.4,N,1,0,0,21.0
23,-0.259,0.966,0,0,1,14.1,85,1000.3,N,1,0,0,20.3
0,0.0,1.0,0,0,0,12.5,93,1000.1,N,1,0,0,19.7
1,0.259,0.966,0,0,0,11.7,93,999.9,N,1,0,0,18.6
2,0.5,0.866,0,0,0,11.6,96,999.7,N,1,0,0,17.9
3,0.707,0.707,0,0,1,10.5,97,999.8,N,1,0,0,17.3
4,0.866,0.5,0,0,1,11,97,999.7,N,1,0,0,16.9
5,0.966,0.259,0,0,1,13.6,91,999.6,N,1,0,0,16.4
6,1.0,0.0,0,30,3,16,80,999.7,N,1,0,0,16.1
7,0.966,-0.259,0,134,3,19.1,65,999.7,N,1,0,0,16.5
8,0.866,-0.5,0,271,3,21.3,58,999.6,N,1,0,0,19.3
9,0.707,-0.707,0,401,3,23.1,53,999.2,N,1,0,0,21.9
10,0.5,-0.866,0,639,3,24.6,48,998.9,N,1,0,0,23.3
11,0.259,-0.966,0,765,3,25.3,45,998.7,N,1,0,0,24.0
12,0.0,-1.0,0,846,2,26.6,40,998.5,N,1,0,0,24.9
13,-0.259,-0.966,0,883,2,27.3,41,998.4,N,1,0,0,25.5
14,-0.5,-0.866,0,843,2,26.9,42,998.2,N,1,0,0,26.4
15,-0.707,-0.707,0,740,2,26.6,40,998.2,N,1,0,0,27.4
16,-0.866,-0.5,0,357,3,24,60,998.8,N,1,0,0,28.3
17,-0.966,-0.259,0,187,3,23.7,60,999.3,N,1,0,0,28.1
18,-1.0,-0.0,0,107,2,23.1,59,999.3,N,1,0,0,26.9
19,-0.966,0.259,0,71,2,22.5,63,999.6,N,1,0,0,25.5
20,-0.866,0.5,0,28,2,21.2,74,1000.1,N,1,0,0,24.3
21,-0.707,0.707,0,1,1,21.1,73,1000.3,N,1,0,0,23.6
22,-0.5,0.866,0,0,1,20.8,75,1000.5,N,1,0,0,23.2
23,-0.259,0.966,0,0,1,19.2,82,1000.4,N,1,0,0,23.2
0,0.0,1.0,0,0,1,18.3,86,1000.4,N,1,0,0,22.8
1,0.259,0.966,0,0,0,16.3,92,1000.7,N,1,0,0,22.6
2,0.5,0.866,0,0,0,16,94,1000.4,N,1,0,0,21.8
3,0.707,0.707,0,0,1,15.3,96,1000.1,N,1,0,0,21.1
4,0.866,0.5,0,0,1,15.4,96,1000.1,N,1,0,0,20.7
5,0.966,0.259,0,0,1,17.7,92,1000.6,N,1,0,0,20.1
6,1.0,0.0,0,34,1,20.3,81,1000.8,N,1,0,0,19.8
7,0.966,-0.259,0,123,3,21.5,76,1000.7,N,1,0,0,20.2
8,0.866,-0.5,0,223,2,22.7,70,1000.9,N,1,0,0,21.9
9,0.707,-0.707,0,199,2,24,63,1000.5,N,1,0,0,23.4
10,0.5,-0.866,0,349,3,25.8,59,1000.5,N,1,0,0,24.7
11,0.259,-0.966,0,334,2,26.3,57,999.9,N,1,0,0,25.5
12,0.0,-1.0,0,464,1,28.7,45,999.9,N,1,0,0,27.4
13,-0.259,-0.966,0,378,2,30,44,999.8,N,1,0,0,28.2
14,-0.5,-0.866,0,839,2,30.3,41,999.6,N,1,0,0,28.7
15,-0.707,-0.707,0,732,2,28.9,47,999.9,N,1,0,0,29.6
16,-0.866,-0.5,0,500,2,28.4,50,1000,N,1,0,0,30.9
17,-0.966,-0.259,0,294,2,28.1,50,999.8,N,1,0,0,30.9
18,-1.0,-0.0,0,101,1,26.8,55,999.9,N,1,0,0,29.0
19,-0.966,0.259,0,91,1,26,59,999.9,N,1,0,0,28.5
20,-0.866,0.5,0,31,1,24.9,64,1000.1,N,1,0,0,27.6
21,-0.707,0.707,0,2,2,23.5,72,1000.5,N,1,0,0,26.9
22,-0.5,0.866,0,0,2,20.7,92,1001.1,N,1,0,0,26.5
23,-0.259,0.966,0,0,1,20,96,1000.3,N,1,0,0,25.6
0,0.0,1.0,1.02,0,1,19.9,97,999.7,N,1,0,0,23.5
1,0.259,0.966,0.25,0,1,19.5,98,999.5,N,1,0,0,21.6
2,0.5,0.866,0,0,2,19.5,99,999.1,N,1,0,0,21.4
3,0.707,0.707,0,0,1,19.4,98,998.8,N,1,0,0,21.5
4,0.866,0.5,0.25,0,1,19.7,97,998.8,N,1,0,0,21.9
5,0.966,0.259,0,0,2,19.9,96,999.1,N,1,0,0,21.5
6,1.0,0.0,0,5,4,20.7,93,999.4,N,1,0,0,21.4
7,0.966,-0.259,0,30,5,20.2,95,999.9,N,1,0,0,21.7
8,0.866,-0.5,0.25,19,6,20.7,91,1000.4,N,1,0,0,21.4
9,0.707,-0.707,0.25,46,6,19.5,81,1001.7,N,1,0,0,21.3
10,0.5,-0.866,2.03,109,3,17,81,1004.6,N,1,0,0,20.9
11,0.259,-0.966,0,189,6,18.4,79,1005.8,N,1,0,0,21.6
12,0.0,-1.0,0,357,4,18.4,80,1006.8,N,1,0,0,19.5
13,-0.259,-0.966,0,409,4,20.1,67,1007.5,N,1,0,0,20.2
14,-0.5,-0.866,0,269,4,21,56,1007.7,N,1,0,0,20.2
15,-0.707,-0.707,0,635,3,21.8,53,1007.6,N,1,0,0,20.1
16,-0.866,-0.5,0,482,3,20.3,58,1008.2,N,1,0,0,21.9
17,-0.966,-0.259,0,505,3,20.5,62,1008.1,N,1,0,0,22.5
18,-1.0,-0.0,0,102,2,20.2,63,1008.2,N,1,0,0,21.7
19,-0.966,0.259,0,78,2,16.7,78,1008.5,N,1,0,0,21.5
20,-0.866,0.5,0,34,2,15.7,80,1008.7,N,1,0,0,20.9
21,-0.707,0.707,0,3,2,14.7,80,1008.9,N,1,0,0,20.1
22,-0.5,0.866,0,0,2,14.7,81,1008.8,N,1,0,0,19.4
23,-0.259,0.966,0,0,1,14.4,85,1008.9,N,1,0,0,18.7
0,0.0,1.0,0,0,2,13.4,87,1008.9,N,1,0,0,17.7
1,0.259,0.966,0,0,2,13.1,90,1008.8,N,1,0,0,17.1
2,0.5,0.866,0,0,3,13.1,89,1008.9,N,1,0,0,16.8
3,0.707,0.707,0,0,3,13,88,1008.9,N,1,0,0,16.5
4,0.866,0.5,0,0,3,14,84,1009,N,1,0,0,16.0
5,0.966,0.259,0,0,3,15.2,84,1009.2,N,1,0,0,15.5
6,1.0,0.0,0,23,3,16.8,75,1009.4,N,1,0,0,15.4
7,0.966,-0.259,0,135,3,18,72,1009.3,N,1,0,0,15.7
8,0.866,-0.5,0,265,4,19,64,1009.2,N,1,0,0,17.9
9,0.707,-0.707,0,414,5,19.8,57,1009.1,N,1,0,0,19.6
10,0.5,-0.866,0,564,4,20.4,53,1008.9,N,1,0,0,20.4
11,0.259,-0.966,0,714,3,20.7,53,1008.9,N,1,0,0,21.0
12,0.0,-1.0,0,734,4,21.1,51,1008.6,N,1,0,0,21.5
13,-0.259,-0.966,0,688,4,22.1,48,1008.5,N,1,0,0,22
14,-0.5,-0.866,0,651,4,22.2,47,1008.2,N,1,0,0,22.4
15,-0.707,-0.707,0,635,4,22.8,46,1007.9,N,1,0,0,23.1
16,-0.866,-0.5,0,685,3,22.3,46,1007.8,N,1,0,0,23.3
17,-0.966,-0.259,0,606,3,22.1,45,1007.9,N,1,0,0,22.9
18,-1.0,-0.0,0,289,2,21.3,49,1007.6,N,1,0,0,22.9
19,-0.966,0.259,0,48,1,18.5,60,1007.6,N,1,0,0,22.6
20,-0.866,0.5,0,22,1,16.8,68,1007.8,N,1,0,0,21.8
21,-0.707,0.707,0,3,1,16.8,67,1007.9,N,1,0,0,20.9
22,-0.5,0.866,0,0,1,14.7,77,1007.9,N,1,0,0,20.1
23,-0.259,0.966,0,0,2,13.6,82,1007.9,N,1,0,0,19.3
0,0.0,1.0,0,0,2,12.3,85,1007.9,N,1,0,0,18.7
1,0.259,0.966,0,0,1,12.1,87,1007.7,N,1,0,0,17.9
2,0.5,0.866,0,0,1,12.2,87,1007.4,N,1,0,0,17.1
3,0.707,0.707,0,0,1,11.5,91,1007.6,N,1,0,0,16.1
4,0.866,0.5,0,0,2,11.2,93,1007.8,N,1,0,0,15.6
5,0.966,0.259,0,0,1,13.5,88,1007.8,N,1,0,0,15.1
6,1.0,0.0,0,19,1,16.5,77,1007.8,N,1,0,0,14.7
7,0.966,-0.259,0,128,1,19,67,1007.6,N,1,0,0,15
8,0.866,-0.5,0,268,2,20.9,58,1007.2,N,1,0,0,17.5
9,0.707,-0.707,0,417,3,22.3,52,1006.8,N,1,0,0,20.5
10,0.5,-0.866,0,642,3,23.2,49,1006.2,N,1,0,0,21.9
11,0.259,-0.966,0,772,2,24.1,45,1005.9,N,1,0,0,22.7
12,0.0,-1.0,0,852,2,25.2,38,1005.5,N,1,0,0,23.5
13,-0.259,-0.966,0,885,1,25.8,37,1004.7,N,1,0,0,24.3
14,-0.5,-0.866,0,875,3,26.2,38,1004.2,N,1,0,0,25.0
15,-0.707,-0.707,0,811,1,26.5,37,1003.8,N,1,0,0,25.6
16,-0.866,-0.5,0,710,1,26.9,36,1003.1,N,1,0,0,26.3
17,-0.966,-0.259,0,574,1,26.4,37,1002.6,N,1,0,0,26.8
18,-1.0,-0.0,0,259,2,25.8,40,1002.2,N,1,0,0,26.6
19,-0.966,0.259,0,33,1,21.1,57,1002.3,N,1,0,0,26.3
20,-0.866,0.5,0,19,1,19.6,59,1002.4,N,1,0,0,25.7
21,-0.707,0.707,0,2,1,18.6,60,1002.3,N,1,0,0,24.6
22,-0.5,0.866,0,0,1,18.6,59,1002.2,N,1,0,0,23.4
23,-0.259,0.966,0,0,1,15.7,72,1001.9,N,1,0,0,22.6
0,0.0,1.0,0,0,0,14.7,80,1001.6,N,1,0,0,21.9
1,0.259,0.966,0,0,1,14.2,81,1001.4,N,1,0,0,21.1
2,0.5,0.866,0,0,0,14.4,83,1001.2,N,1,0,0,20.2
3,0.707,0.707,0,0,0,13,88,1001.1,N,1,0,0,19.4
4,0.866,0.5,0,0,1,13.4,91,1001,N,1,0,0,18.5
5,0.966,0.259,0,0,1,16,83,1001,N,1,0,0,17.6
6,1.0,0.0,0,18,1,18.1,74,1001.3,N,1,0,0,17.4
7,0.966,-0.259,0,117,1,20.3,67,1001.3,N,1,0,0,17.7
8,0.866,-0.5,0,259,1,23.3,56,1001.2,N,1,0,0,20.1
9,0.707,-0.707,0,407,2,25,49,1001,N,1,0,0,22.8
10,0.5,-0.866,0,598,1,26.6,41,1000.9,N,1,0,0,24.3
11,0.259,-0.966,0,739,2,27.7,37,1000.5,N,1,0,0,25.0
12,0.0,-1.0,0,819,2,28.6,33,1000.1,N,1,0,0,26.5
13,-0.259,-0.966,0,784,2,28.6,35,999.7,N,1,0,0,27.7
14,-0.5,-0.866,0,742,2,29.4,33,999.7,N,1,0,0,28.7
