Hour,Hour_Sin,Hour_Cos,Rain,Solar Rad,Prędkość wiatru  [m/s],Temperatura powietrza [°C],Wilgotność względna [%],Ciśnienie na poziomie stacji [hPa],Facade_Orientation,Floor_Level,Area,Insulation,Temperature
5,0.966,0.259,0,0,0,18.9,98,995,N,1,0,1,19.2
6,1.0,0.0,0,5,1,20.4,94,994.8,N,1,0,1,18.9
7,0.966,-0.259,0,68,1,23.2,83,994.8,N,1,0,1,19.3
8,0.866,-0.5,0,137,1,24.8,76,994.8,N,1,0,1,21.1
9,0.707,-0.707,0,295,1,25.6,70,994.7,N,1,0,1,22.9
10,0.5,-0.866,0,340,1,26.8,65,994.3,N,1,0,1,24.2
11,0.259,-0.966,0,607,1,28.1,65,993.8,N,1,0,1,25.9
12,0.0,-1.0,0,492,2,28.9,55,993.4,N,1,0,1,27.6
13,-0.259,-0.966,0,593,2,29.6,52,992.8,N,1,0,1,28.6
14,-0.5,-0.866,0,766,2,29.8,52,992.3,N,1,0,1,29.3
15,-0.707,-0.707,0,667,2,29,57,992.2,N,1,0,1,29.4
16,-0.866,-0.5,0,587,2,28.3,61,992,N,1,0,1,29.6
17,-0.966,-0.259,0,257,2,27.5,65,991.9,N,1,0,1,29.6
18,-1.0,-0.0,0,115,1,27,66,992.1,N,1,0,1,29.3
19,-0.966,0.259,0,37,2,26.2,68,992.8,N,1,0,1,28.3
20,-0.866,0.5,0,3,0,24.7,74,992.8,N,1,0,1,27.5
21,-0.707,0.707,0,0,4,23.2,82,993.1,N,1,0,1,26.6
22,-0.5,0.866,0,0,3,21.8,90,993.6,N,1,0,1,26.3
23,-0.259,0.966,0,0,2,21.8,92,993.6,N,1,0,1,25.6
0,0.0,1.0,0,0,3,21.7,92,993.8,N,1,0,1,23.7
1,0.259,0.966,0,0,2,21.1,97,994.4,N,1,0,1,22.3
2,0.5,0.866,1.02,0,2,21.1,98,994.2,N,1,0,1,22.1
3,0.707,0.707,1.27,0,3,20.7,96,994.9,N,1,0,1,21.3
4,0.866,0.5,3.3,0,3,19.8,97,995.4,N,1,0,1,21.0
5,0.966,0.259,0.51,0,3,19.3,96,996.3,N,1,0,1,20.6
6,1.0,0.0,0,0,2,19.2,96,997.3,N,1,0,1,20.1
7,0.966,-0.259,0,8,3,18.3,97,998.5,N,1,0,1,19.6
8,0.866,-0.5,0.76,31,3,17.8,98,999.4,N,1,0,1,19.6
9,0.707,-0.707,1.27,25,4,17.4,98,1000.4,N,1,0,1,19.4
10,0.5,-0.866,0.25,52,3,17.7,98,1001,N,1,0,1,18.9
11,0.259,-0.966,0,54,2,18.8,93,1001.3,N,1,0,1,18.6
12,0.0,-1.0,0,77,3,19.4,87,1001.8,N,1,0,1,18.6
13,-0.259,-0.966,0,101,2,20,83,1001.9,N,1,0,1,19.1
14,-0.5,-0.866,0,146,2,20.3,79,1002.3,N,1,0,1,19.8
15,-0.707,-0.707,0,275,2,20.4,80,1002.3,N,1,0,1,21.4
16,-0.866,-0.5,0,221,2,21,77,1002.4,N,1,0,1,21.6
17,-0.966,-0.259,0,119,3,20.6,82,1002.4,N,1,0,1,21.3
18,-1.0,-0.0,0,59,2,19.5,86,1002.7,N,1,0,1,21.4
19,-0.966,0.259,0,49,2,18.5,90,1003.4,N,1,0,1,21.6
20,-0.866,0.5,0,10,1,17.9,91,1003.7,N,1,0,1,21.2
21,-0.707,0.707,0,0,2,17.3,93,1003.6,N,1,0,1,20.3
22,-0.5,0.866,0,0,1,17.2,92,1003.5,N,1,0,1,19.5
23,-0.259,0.966,0,0,1,16.3,94,1003.3,N,1,0,1,19.2
0,0.0,1.0,0,0,1,16,95,1003.2,N,1,0,1,18.8
1,0.259,0.966,0,0,1,15.3,97,1003,N,1,0,1,18.6
2,0.5,0.866,0,0,1,14.7,97,1003.2,N,1,0,1,18.1
3,0.707,0.707,0,0,1,14.4,98,1003.3,N,1,0,1,17.6
4,0.866,0.5,0,0,1,14.2,100,1003,N,1,0,1,17.1
5,0.966,0.259,0,0,1,15,99,1003.1,N,1,0,1,16.8
6,1.0,0.0,0,6,1,17.8,92,1003.1,N,1,0,1,16.5
7,0.966,-0.259,0,57,1,20,81,1002.8,N,1,0,1,16.7
8,0.866,-0.5,0,192,2,21.7,64,1002.8,N,1,0,1,18.7
9,0.707,-0.707,0,376,3,22.8,59,1002.7,N,1,0,1,20.5
10,0.5,-0.866,0,547,3,23.6,59,1002.4,N,1,0,1,21.5
11,0.259,-0.966,0,659,3,24,59,1002.1,N,1,0,1,22.3
12,0.0,-1.0,0,768,3,25,58,1001.4,N,1,0,1,23.4
13,-0.259,-0.966,0,710,3,25.1,54,1000.6,N,1,0,1,24.0
14,-0.5,-0.866,0,766,3,25.5,53,999.9,N,1,0,1,24.6
15,-0.707,-0.707,0,704,3,25.5,54,999.4,N,1,0,1,24.8
16,-0.866,-0.5,0,589,3,25.3,55,998.8,N,1,0,1,25.2
17,-0.966,-0.259,0,439,3,24.6,57,998.6,N,1,0,1,25.4
18,-1.0,-0.0,0,118,3,22.9,63,998.4,N,1,0,1,25.3
19,-0.966,0.259,0,35,1,21.7,69,998.2,N,1,0,1,24.8
20,-0.866,0.5,0,9,0,20.2,79,998.1,N,1,0,1,23.8
21,-0.707,0.707,0,0,1,19.6,79,997.7,N,1,0,1,22.6
22,-0.5,0.866,0,0,2,19,83,997.2,N,1,0,1,21.6
23,-0.259,0.966,0,0,1,18.6,86,996.7,N,1,0,1,20.8
0,0.0,1.0,0,0,2,18.3,88,996.2,N,1,0,1,20.1
1,0.259,0.966,0,0,2,19,86,996,N,1,0,1,19.5
2,0.5,0.866,0,0,3,17.9,93,995.3,N,1,0,1,19.1
3,0.707,0.707,0,0,2,17.4,94,994.5,N,1,0,1,18.9
4,0.866,0.5,0,0,2,18.1,93,994,N,1,0,1,18.6
5,0.966,0.259,0,0,2,18.9,89,995,N,1,0,1,18.1
6,1.0,0.0,0,4,1,18.2,96,995.5,N,1,0,1,18.0
7,0.966,-0.259,0,21,2,18.6,98,995.5,N,1,0,1,18.8
8,0.866,-0.5,0,14,1,19,98,996.6,N,1,0,1,19.3
9,0.707,-0.707,0.25,54,3,20.1,96,997.2,N,1,0,1,19.3
10,0.5,-0.866,1.27,35,4,21.1,91,997.6,N,1,0,1,19.1
11,0.259,-0.966,0.51,111,6,22.8,79,997.6,N,1,0,1,19.6
12,0.0,-1.0,0,120,6,23.1,69,997.9,N,1,0,1,20.7
13,-0.259,-0.966,0,318,6,23.5,65,998.1,N,1,0,1,22.1
14,-0.5,-0.866,0,425,5,23.5,61,998.5,N,1,0,1,23.5
15,-0.707,-0.707,0,348,5,24.1,55,998.9,N,1,0,1,24.4
16,-0.866,-0.5,0,558,6,23.3,48,999.5,N,1,0,1,24.4
17,-0.966,-0.259,0,381,4,21.9,45,1000.1,N,1,0,1,24.3
18,-1.0,-0.0,0,139,2,19,57,1001,N,1,0,1,24.2
19,-0.966,0.259,0,30,2,16.8,68,1001.4,N,1,0,1,22.9
20,-0.866,0.5,0,7,2,15.7,70,1001.8,N,1,0,1,21.6
21,-0.707,0.707,0,0,1,14.9,74,1002.3,N,1,0,1,20.1
22,-0.5,0.866,0,0,1,14.6,75,1002.7,N,1,0,1,18.7
23,-0.259,0.966,0,0,2,14.6,79,1002.9,N,1,0,1,17.4
0,0.0,1.0,0,0,3,15.2,75,1002.9,N,1,0,1,17.4
1,0.259,0.966,0,0,2,14.5,75,1003,N,1,0,1,17.6
2,0.5,0.866,0,0,2,14,79,1003,N,1,0,1,17.1
3,0.707,0.707,0,0,1,14.2,76,1002.7,N,1,0,1,16.6
4,0.866,0.5,0,0,1,13,81,1002.7,N,1,0,1,16.1
5,0.966,0.259,0,0,1,13.4,81,1002.8,N,1,0,1,15.8
6,1.0,0.0,0,4,1,15,79,1002.4,N,1,0,1,15.3
7,0.966,-0.259,0,56,2,17.2,73,1002.4,N,1,0,1,14.9
8,0.866,-0.5,0,124,3,18,62,1002.4,N,1,0,1,16.2
9,0.707,-0.707,0,254,2,19.2,57,1002.2,N,1,0,1,18.1
10,0.5,-0.866,0,312,3,20,57,1001.9,N,1,0,1,20.2
11,0.259,-0.966,0,465,2,20.4,52,1001.6,N,1,0,1,21.1
12,0.0,-1.0,0,472,2,20.9,50,1001,N,1,0,1,21.6
13,-0.259,-0.966,0,446,3,21.6,52,1000.4,N,1,0,1,22.6
14,-0.5,-0.866,0,315,3,22.4,51,999.9,N,1,0,1,22.5
15,-0.707,-0.707,0,398,1,22.5,49,999.6,N,1,0,1,22.7
16,-0.866,-0.5,0,564,3,22.6,49,999,N,1,0,1,22.6
17,-0.966,-0.259,0,277,2,21.9,54,998.7,N,1,0,1,23.2
18,-1.0,-0.0,0,161,2,19.1,65,998.9,N,1,0,1,23.3
19,-0.966,0.259,0,48,1,17.8,72,999.2,N,1,0,1,22.5
20,-0.866,0.5,0,9,1,16.9,77,999.2,N,1,0,1,21.3
21,-0.707,0.707,0,0,1,16.4,82,999.3,N,1,0,1,19.8
22,-0.5,0.866,0,0,1,14.9,89,999.4,N,1,0,1,18.7
23,-0.259,0.966,0,0,1,14.5,89,999,N,1,0,1,17.7
0,0.0,1.0,0,0,2,12.9,92,999.2,N,1,0,1,16.9
1,0.259,0.966,0,0,1,13.6,89,999.2,N,1,0,1,16.2
2,0.5,0.866,0,0,2,12.9,91,999.3,N,1,0,1,15.5
3,0.707,0.707,0,0,2,12.2,94,999.2,N,1,0,1,14.8
4,0.866,0.5,0,0,2,12.2,93,999.3,N,1,0,1,14.3
5,0.966,0.259,0,0,2,13.2,91,999.4,N,1,0,1,13.9
6,1.0,0.0,0,3,2,15.8,84,999.3,N,1,0,1,13.4
7,0.966,-0.259,0,55,2,18.7,76,999.3,N,1,0,1,13.6
8,0.866,-0.5,0,155,3,21.9,61,999.4,N,1,0,1,16.0
9,0.707,-0.707,0,328,4,23.4,58,999.2,N,1,0,1,18.5
10,0.5,-0.866,0,433,4,24.6,52,999,N,1,0,1,21.4
11,0.259,-0.966,0,540,5,25.8,48,998.8,N,1,0,1,23.8
12,0.0,-1.0,0,638,5,26.8,44,998.4,N,1,0,1,25
13,-0.259,-0.966,0,712,4,27.5,43,998.1,N,1,0,1,26.0
14,-0.5,-0.866,0,713,4,27.6,46,998,N,1,0,1,27.1
15,-0.707,-0.707,0,629,4,27.4,40,997.8,N,1,0,1,27.7
16,-0.866,-0.5,0,477,4,26.4,45,997.8,N,1,0,1,28.3
17,-0.966,-0.259,0,381,3,25.5,47,997.5,N,1,0,1,28.4
18,-1.0,-0.0,0,134,1,21.8,61,998,N,1,0,1,27.9
19,-0.966,0.259,0,55,2,20.2,68,998.2,N,1,0,1,26.7
20,-0.866,0.5,0,6,3,18.9,71,998.3,N,1,0,1,24.9
21,-0.707,0.707,0,0,1,19.8,65,998.9,N,1,0,1,22.7
22,-0.5,0.866,0,0,1,17.4,78,999.7,N,1,0,1,21.5
23,-0.259,0.966,0,0,1,15.7,84,1000,N,1,0,1,20.5
0,0.0,1.0,0,0,1,15.8,84,1000.2,N,1,0,1,19.7
1,0.259,0.966,0,0,1,15.3,88,1000.6,N,1,0,1,18.9
2,0.5,0.866,0,0,1,14.1,90,1000.9,N,1,0,1,18.2
3,0.707,0.707,0,0,0,14.2,89,1001.2,N,1,0,1,18.1
4,0.866,0.5,0,0,1,14.1,89,1001.4,N,1,0,1,17.2
5,0.966,0.259,0,0,1,14.7,89,1001.9,N,1,0,1,16.5
6,1.0,0.0,0,3,0,18.6,78,1002.2,N,1,0,1,16.2
7,0.966,-0.259,0,39,1,22.3,66,1002.4,N,1,0,1,16
8,0.866,-0.5,0,175,1,25.6,52,1002.4,N,1,0,1,19.9
9,0.707,-0.707,0,375,2,27.3,46,1002.3,N,1,0,1,23
10,0.5,-0.866,0,538,3,28.6,46,1002,N,1,0,1,24.7
11,0.259,-0.966,0,660,4,29.8,40,1001.6,N,1,0,1,26.6
12,0.0,-1.0,0,743,3,30.8,38,1001.3,N,1,0,1,28.2
13,-0.259,-0.966,0,777,5,31,36,1000.9,N,1,0,1,29.6
14,-0.5,-0.866,0,761,4,31.3,40,1000.4,N,1,0,1,30.4
15,-0.707,-0.707,0,696,5,30.9,39,1000,N,1,0,1,31.0
16,-0.866,-0.5,0,584,5,30.5,41,999.3,N,1,0,1,31.3
17,-0.966,-0.259,0,422,3,28.1,51,998.7,N,1,0,1,31.3
18,-1.0,-0.0,0,101,3,25.6,55,998.3,N,1,0,1,31.0
19,-0.966,0.259,0,32,3,23.5,62,998.3,N,1,0,1,30.2
20,-0.866,0.5,0,6,2,22.9,63,998.2,N,1,0,1,28.3
21,-0.707,0.707,0,0,2,22,69,998,N,1,0,1,26.7
22,-0.5,0.866,0,0,4,20,81,997.6,N,1,0,1,25.1
23,-0.259,0.966,0,0,3,20.3,79,997.4,N,1,0,1,23.9
0,0.0,1.0,0,0,3,19.9,81,997.1,N,1,0,1,23
1,0.259,0.966,0,0,3,19.8,82,996.9,N,1,0,1,22.4
2,0.5,0.866,0,0,3,19.5,83,996.4,N,1,0,1,22
3,0.707,0.707,0,0,1,19.6,83,996.4,N,1,0,1,21.6
4,0.866,0.5,0,0,3,18.2,84,996.5,N,1,0,1,21
5,0.966,0.259,0,0,1,19.4,85,997.9,N,1,0,1,20.4
6,1.0,0.0,0,3,3,23,75,998.3,N,1,0,1,20.2
7,0.966,-0.259,0,37,4,25.8,65,999.2,N,1,0,1,19.9
8,0.866,-0.5,0,165,6,27.1,56,1000.6,N,1,0,1,23.2
9,0.707,-0.707,0,355,4,26.2,58,1001.8,N,1,0,1,26.0
10,0.5,-0.866,0,502,4,27.2,57,1002.3,N,1,0,1,27.1
11,0.259,-0.966,0,668,5,26.6,58,1003.3,N,1,0,1,27.8
12,0.0,-1.0,0,582,4,26,61,1003.9,N,1,0,1,27.9
13,-0.259,-0.966,0,467,4,24.3,60,1004.9,N,1,0,1,28.1
14,-0.5,-0.866,0,702,4,23.6,61,1005.3,N,1,0,1,28.2
15,-0.707,-0.707,0,287,3,22.5,60,1006,N,1,0,1,26.7
16,-0.866,-0.5,0,150,2,19.7,74,1006.8,N,1,0,1,25.3
17,-0.966,-0.259,0,69,2,19.4,78,1007,N,1,0,1,24
18,-1.0,-0.0,0,29,1,18.8,82,1007.6,N,1,0,1,22.4
19,-0.966,0.259,0,11,1,19.2,76,1008.1,N,1,0,1,20.9
20,-0.866,0.5,0.25,0,1,18.8,78,1008.3,N,1,0,1,20.1
21,-0.707,0.707,0,0,1,18.1,82,1008.5,N,1,0,1,20.0
22,-0.5,0.866,0,0,1,17.8,80,1008.8,N,1,0,1,19.9
23,-0.259,0.966,0,0,2,17.5,85,1008.8,N,1,0,1,19.6
0,0.0,1.0,0,0,1,17.1,87,1008.5,N,1,0,1,19.3
1,0.259,0.966,0,0,2,17.1,90,1008.8,N,1,0,1,19.2
2,0.5,0.866,0,0,1,16.8,93,1009.1,N,1,0,1,18.8
3,0.707,0.707,0,0,0,16.3,95,1009.1,N,1,0,1,18.4
4,0.866,0.5,0,0,0,16.4,95,1009.4,N,1,0,1,18.2
5,0.966,0.259,0.51,0,1,16.6,96,1009.2,N,1,0,1,17.4
6,1.0,0.0,0.51,0,1,16.8,94,1009.3,N,1,0,1,17.1
7,0.966,-0.259,0.25,11,1,17.5,89,1009.3,N,1,0,1,17
8,0.866,-0.5,0.25,40,3,18.7,85,1009.2,N,1,0,1,16.9
9,0.707,-0.707,0,99,3,19.3,79,1009.4,N,1,0,1,17.3
10,0.5,-0.866,0,261,4,19.5,73,1009.4,N,1,0,1,18.5
11,0.259,-0.966,0,219,3,19.6,74,1009.2,N,1,0,1,19.6
12,0.0,-1.0,0,215,2,20,73,1008.9,N,1,0,1,19.8
13,-0.259,-0.966,0,225,2,20.2,68,1008.6,N,1,0,1,20.2
14,-0.5,-0.866,0,209,2,20.9,66,1008.4,N,1,0,1,20.5
15,-0.707,-0.707,0,344,2,21.4,64,1008.1,N,1,0,1,21.6
16,-0.866,-0.5,0,345,2,21.7,61,1007.8,N,1,0,1,22.4
17,-0.966,-0.259,0,398,2,21,54,1007.9,N,1,0,1,22.5
18,-1.0,-0.0,0,122,2,20.1,58,1008.3,N,1,0,1,22.4
19,-0.966,0.259,0,50,0,18.2,71,1008.7,N,1,0,1,21.5
20,-0.866,0.5,0,8,0,16.5,80,1008.7,N,1,0,1,20.6
21,-0.707,0.707,0,0,1,16.5,80,1009,N,1,0,1,19.6
22,-0.5,0.866,0,0,1,16.3,82,1009.4,N,1,0,1,18.9
23,-0.259,0.966,0,0,1,15.2,87,1009.4,N,1,0,1,18.1
0,0.0,1.0,0,0,1,14.4,91,1009.1,N,1,0,1,17.5
1,0.259,0.966,0,0,1,14.6,88,1009.5,N,1,0,1,17.5
2,0.5,0.866,0,0,1,14.5,90,1009.8,N,1,0,1,17.4
3,0.707,0.707,0,0,1,14.4,87,1009.9,N,1,0,1,17.3
4,0.866,0.5,0,0,1,14.5,88,1009.9,N,1,0,1,17.1
5,0.966,0.259,0,0,0,15.2,84,1010,N,1,0,1,17.0
6,1.0,0.0,0,0,2,17.2,74,1010.4,N,1,0,1,17.0
7,0.966,-0.259,0,52,1,18.4,74,1010.6,N,1,0,1,17.3
8,0.866,-0.5,0,107,2,20.8,65,1010.8,N,1,0,1,17.8
9,0.707,-0.707,0,219,2,21.7,61,1010.7,N,1,0,1,18.7
10,0.5,-0.866,0,439,2,22.6,59,1010.7,N,1,0,1,20.4
11,0.259,-0.966,0,528,2,23.5,54,1010.2,N,1,0,1,22.2
12,0.0,-1.0,0,550,3,24,50,1009.9,N,1,0,1,23.1
13,-0.259,-0.966,0,752,4,24.1,45,1009.4,N,1,0,1,24.0
14,-0.5,-0.866,0,686,3,24.6,46,1009.2,N,1,0,1,23.8
15,-0.707,-0.707,0,646,3,24.2,45,1009,N,1,0,1,24.5
16,-0.866,-0.5,0,523,4,24,48,1008.6,N,1,0,1,24.7
17,-0.966,-0.259,0,376,3,23.3,51,1008.5,N,1,0,1,24.8
18,-1.0,-0.0,0,108,2,21.9,56,1008.7,N,1,0,1,24.5
19,-0.966,0.259,0,37,1,20.6,60,1009,N,1,0,1,23.7
20,-0.866,0.5,0,4,1,20.3,62,1009,N,1,0,1,22.8
21,-0.707,0.707,0,0,1,19.8,64,1008.9,N,1,0,1,21.7
22,-0.5,0.866,0,0,1,18.2,72,1008.6,N,1,0,1,21.5
23,-0.259,0.966,0,0,2,19.3,64,1008.7,N,1,0,1,21.1
0,0.0,1.0,0,0,2,18.9,64,1008.3,N,1,0,1,20.1
1,0.259,0.966,0,0,1,17.4,71,1008.1,N,1,0,1,19.3
2,0.5,0.866,0,0,0,15.9,82,1007.9,N,1,0,1,18.8
3,0.707,0.707,0,0,1,16.1,82,1007.8,N,1,0,1,18.3
4,0.866,0.5,0,0,0,14.9,89,1008,N,1,0,1,17.8
5,0.966,0.259,0,0,0,15.7,87,1007.9,N,1,0,1,17.3
6,1.0,0.0,0,2,4,19.3,70,1008.1,N,1,0,1,17.2
7,0.966,-0.259,0,32,4,20.9,68,1008.1,N,1,0,1,17.3
8,0.866,-0.5,0,131,3,22.5,64,1008.1,N,1,0,1,19
9,0.707,-0.707,0,331,2,24.3,62,1007.9,N,1,0,1,20.2
10,0.5,-0.866,0,456,3,25.8,61,1007.4,N,1,0,1,22
11,0.259,-0.966,0,591,4,27,59,1007.2,N,1,0,1,23.6
12,0.0,-1.0,0,687,4,28.2,59,1006.7,N,1,0,1,24.9
13,-0.259,-0.966,0,723,4,29.8,56,1006.1,N,1,0,1,26.2
14,-0.5,-0.866,0,697,4,30.4,51,1005.5,N,1,0,1,27.9
15,-0.707,-0.707,0,637,3,30.5,54,1005.2,N,1,0,1,29.3
16,-0.866,-0.5,0,530,3,30.1,56,1004.8,N,1,0,1,30.0
17,-0.966,-0.259,0,334,3,29.7,56,1004.7,N,1,0,1,30.5
18,-1.0,-0.0,0,102,3,28.4,61,1004.7,N,1,0,1,30.4
19,-0.966,0.259,0,45,4,27.2,64,1005.1,N,1,0,1,29.6
20,-0.866,0.5,0,13,3,24.8,71,1005.1,N,1,0,1,28.4
21,-0.707,0.707,0,0,3,22.8,76,1005.2,N,1,0,1,26.7
22,-0.5,0.866,0,0,2,21.3,82,1005.2,N,1,0,1,25.4
23,-0.259,0.966,0,0,2,21.7,79,1005.1,N,1,0,1,24.4
0,0.0,1.0,0,0,3,20.5,85,1005.1,N,1,0,1,23.5
1,0.259,0.966,0,0,3,20.7,83,1004.9,N,1,0,1,22.6
2,0.5,0.866,0,0,3,20.4,83,1004.7,N,1,0,1,21.9
3,0.707,0.707,0,0,1,20,85,1004.6,N,1,0,1,21.3
4,0.866,0.5,0,0,1,18.6,90,1004.7,N,1,0,1,20.7
5,0.966,0.259,0,0,1,18.7,92,1004.8,N,1,0,1,20.1
6,1.0,0.0,0,2,4,21.3,84,1004.9,N,1,0,1,19.7
7,0.966,-0.259,0,27,4,23.4,76,1005,N,1,0,1,19.4
8,0.866,-0.5,0,149,4,25.3,70,1005.2,N,1,0,1,21.1
9,0.707,-0.707,0,335,4,27.9,63,1005,N,1,0,1,23.2
10,0.5,-0.866,0,490,5,29.4,53,1004.7,N,1,0,1,24.7
11,0.259,-0.966,0,630,5,30.7,47,1004.3,N,1,0,1,26.7
12,0.0,-1.0,0,694,5,31.6,41,1003.9,N,1,0,1,28.7
13,-0.259,-0.966,0,742,4,31.8,41,1003.4,N,1,0,1,30
14,-0.5,-0.866,0,723,4,32.4,38,1003.1,N,1,0,1,31.1
15,-0.707,-0.707,0,654,2,32.2,37,1002.8,N,1,0,1,31.6
16,-0.866,-0.5,0,543,2,31,44,1002.6,N,1,0,1,31.9
17,-0.966,-0.259,0,381,1,29.1,56,1003.1,N,1,0,1,31.8
18,-1.0,-0.0,0,75,0,25.6,61,1003.5,N,1,0,1,31.5
19,-0.966,0.259,0,27,0,22.9,71,1003.9,N,1,0,1,30.4
20,-0.866,0.5,0,2,1,21.9,76,1003.9,N,1,0,1,28
21,-0.707,0.707,0,0,0,20.9,81,1004,N,1,0,1,26
22,-0.5,0.866,0,0,0,19.3,84,1004,N,1,0,1,24.6
23,-0.259,0.966,0,0,1,19.3,81,1003.9,N,1,0,1,23.7
0,0.0,1.0,0,0,0,17.8,87,1003.9,N,1,0,1,22.8
1,0.259,0.966,0,0,1,17.5,87,1003.8,N,1,0,1,22.1
2,0.5,0.866,0,0,1,18.6,85,1003.9,N,1,0,1,21.1
3,0.707,0.707,0,0,2,16.2,90,1003.9,N,1,0,1,20.6
4,0.866,0.5,0,0,1,17.6,89,1004,N,1,0,1,19.8
5,0.966,0.259,0,0,0,16.9,90,1004.4,N,1,0,1,19.3
6,1.0,0.0,0,1,1,20.5,81,1004.4,N,1,0,1,19.0
7,0.966,-0.259,0,27,2,23.5,68,1004.4,N,1,0,1,18.8
8,0.866,-0.5,0,139,2,26.2,60,1004.9,N,1,0,1,21.1
9,0.707,-0.707,0,350,2,29,51,1004.8,N,1,0,1,23.4
10,0.5,-0.866,0,509,2,30.7,41,1004.4,N,1,0,1,24.9
11,0.259,-0.966,0,629,2,31.5,40,1004.3,N,1,0,1,27.4
12,0.0,-1.0,0,708,1,32.3,36,1004.1,N,1,0,1,29.2
13,-0.259,-0.966,0,739,2,32.2,36,1003.6,N,1,0,1,30.6
14,-0.5,-0.866,0,706,2,32.2,34,1003.4,N,1,0,1,31.3
15,-0.707,-0.707,0,660,3,32.1,34,1003.3,N,1,0,1,31.5
16,-0.866,-0.5,0,542,2,31.7,36,1003.1,N,1,0,1,31.9
17,-0.966,-0.259,0,376,1,30.4,43,1003.2,N,1,0,1,31.7
18,-1.0,-0.0,0,69,1,27.9,52,1003.7,N,1,0,1,31.4
19,-0.966,0.259,0,24,1,25.9,61,1004.3,N,1,0,1,30.7
20,-0.866,0.5,0,1,1,22.5,76,1004.4,N,1,0,1,29.2
21,-0.707,0.707,0,0,1,22.2,78,1004.3,N,1,0,1,28
22,-0.5,0.866,0,0,1,21.4,82,1004.5,N,1,0,1,27.0
23,-0.259,0.966,0,0,1,21.1,79,1004.5,N,1,0,1,25.9
0,0.0,1.0,0,0,1,21.1,80,1004.8,N,1,0,1,25.1
1,0.259,0.966,0,0,1,20.9,87,1005.1,N,1,0,1,24.5
2,0.5,0.866,0,0,1,20.3,89,1005.4,N,1,0,1,23.9
3,0.707,0.707,0,0,2,19.8,90,1006.5,N,1,0,1,22.8
4,0.866,0.5,0,0,3,19.4,86,1007.5,N,1,0,1,22.0
5,0.966,0.259,0,0,2,18.8,81,1008.3,N,1,0,1,21.1
6,1.0,0.0,0,0,3,19.5,77,1008.8,N,1,0,1,20.2
7,0.966,-0.259,0,30,2,20.2,73,1009.3,N,1,0,1,19.6
8,0.866,-0.5,0,141,2,21.4,69,1009.4,N,1,0,1,20.6
9,0.707,-0.707,0,245,2,21.4,74,1009.6,N,1,0,1,21.7
10,0.5,-0.866,0,374,3,19,88,1010.2,N,1,0,1,21.8
11,0.259,-0.966,0,467,2,20.1,85,1010.2,N,1,0,1,22.6
12,0.0,-1.0,0,309,3,19.7,85,1010.1,N,1,0,1,23.2
13,-0.259,-0.966,0,399,2,19.9,85,1010.2,N,1,0,1,22.5
14,-0.5,-0.866,0,234,3,20.3,81,1009.9,N,1,0,1,22.5
15,-0.707,-0.707,0,223,2,20.1,82,1009.8,N,1,0,1,21.6
16,-0.866,-0.5,0,166,2,20.3,80,1009.7,N,1,0,1,21.7
17,-0.966,-0.259,0,125,1,20.3,80,1009.5,N,1,0,1,21.2
18,-1.0,-0.0,0,98,1,19.6,83,1009.5,N,1,0,1,21.1
19,-0.966,0.259,0,53,1,18,90,1009.8,N,1,0,1,20.9
20,-0.866,0.5,0,2,1,17.4,92,1009.9,N,1,0,1,20.5
21,-0.707,0.707,0,0,1,17.3,93,1009.9,N,1,0,1,20.1
22,-0.5,0.866,0,0,1,16.2,95,1009.9,N,1,0,1,19.9
23,-0.259,0.966,0,0,1,15.7,96,1009.6,N,1,0,1,19.6
0,0.0,1.0,0,0,0,15.7,97,1009.4,N,1,0,1,19.2
1,0.259,0.966,0,0,2,16,96,1009.2,N,1,0,1,18.5
2,0.5,0.866,0,0,2,16.5,85,1008.8,N,1,0,1,18
3,0.707,0.707,0,0,2,16.5,83,1008.4,N,1,0,1,17.4
4,0.866,0.5,0,0,1,16.1,86,1008.5,N,1,0,1,16.9
5,0.966,0.259,0,0,2,16.4,86,1008.5,N,1,0,1,16.3
6,1.0,0.0,0,0,3,17,83,1008.5,N,1,0,1,15.6
7,0.966,-0.259,0,22,3,18,79,1008.3,N,1,0,1,15.8
8,0.866,-0.5,0,87,5,19.4,76,1008.3,N,1,0,1,16.4
9,0.707,-0.707,0,226,4,20.4,72,1007.8,N,1,0,1,17.6
10,0.5,-0.866,0,332,3,21,70,1007.5,N,1,0,1,19.3
11,0.259,-0.966,0,493,3,22.4,63,1006.9,N,1,0,1,20.7
12,0.0,-1.0,0,462,3,22.9,61,1006.1,N,1,0,1,22.0
13,-0.259,-0.966,0,650,2,24.2,57,1005.4,N,1,0,1,22.5
14,-0.5,-0.866,0,720,2,24.6,54,1004.9,N,1,0,1,23.5
15,-0.707,-0.707,0,635,3,24.7,55,1004.5,N,1,0,1,23.9
16,-0.866,-0.5,0,522,3,24.4,54,1004.1,N,1,0,1,24.4
17,-0.966,-0.259,0,349,3,23.1,59,1003.9,N,1,0,1,24.6
18,-1.0,-0.0,0,59,2,21.4,64,1004.1,N,1,0,1,24.3
19,-0.966,0.259,0,25,2,20.2,67,1004,N,1,0,1,23.5
20,-0.866,0.5,0,1,2,19.4,67,1004,N,1,0,1,22.0
21,-0.707,0.707,0,0,2,18.8,68,1003.9,N,1,0,1,20.7
